,sample,judgment,R1,R2
747,SRS3161262,not_paired,0,0
748,SRS3161263,not_paired,0,0
749,SRS3161264,not_paired,0,0
750,SRS3161265,not_paired,0,0
751,SRS3161281,not_paired,0,0
752,SRS4545958,not_paired,0,0
753,SRS4545959,not_paired,0,0
754,SRS4545960,not_paired,0,0
755,SRS4545961,not_paired,0,0
756,SRS4545962,not_paired,0,0
757,SRS4545963,not_paired,0,0
758,SRS4545964,not_paired,0,0
759,SRS4545965,not_paired,0,0
760,SRS4545966,not_paired,0,0
761,SRS4545967,not_paired,0,0
762,SRS4545968,not_paired,0,0
763,SRS4545969,not_paired,0,0
764,SRS4545970,not_paired,0,0
765,SRS4545971,not_paired,0,0
766,SRS4545972,not_paired,0,0
767,SRS4087853,shortR1,26,98
768,SRS4087854,shortR1,26,98
769,SRS4087856,shortR1,26,98
770,SRS4087857,shortR1,26,98
771,SRS4087858,shortR1,26,98
772,SRS4087859,shortR1,26,91
773,SRS4087860,shortR1,26,98
774,SRS4087861,shortR1,26,98
775,SRS4087862,shortR1,26,98
776,SRS4087863,shortR1,26,98
777,SRS4087864,shortR1,26,98
778,SRS4087865,shortR1,26,98
779,SRS4087866,shortR1,26,98
780,SRS4087867,shortR1,26,98
781,SRS4087868,shortR1,26,98
782,SRS4087869,shortR1,26,98
